State No,County No,FOR,AGAINST,TOTAL CASTE,DEPENDENT VARIABLE,BALLOT TYPE,POPULATION,PCI,MEDIUM FAMILY INCOME,SIZE OF COUNTY,POPULATION DENSITY,PERCENT WHITE,PERCENT BLACK,PERCENT OTHER,PERCENT MALE,PERCENT FEMALE,NO OF CHURCHES,NO OF CHURCH MEMBERS,PERCENT CHURCH MEMBERS OF POPULATION,POVERTY LEVEL,UNEMPLOYMENT RATE,AGE LESS THAN 18,AGE24,AGE44,AGE64,AGE OLDER THAN 65,MSA,PERCENT MINORITY,NO OF OLDER,NO OF YOUNGER
9,98,440,451,891,0,2,4976,"$14,475 ","$21,165 ",695.40,7.16,.81,.07,.12,.474,.526,16,3615,.68,19.10,4.20,1305,346,1170,984,1171,2,.19,2155,2340
9,99,2825,2158,4983,1,2,42405,"$14,524 ","$29,719 ",894.40,47.41,.89,.09,.02,.491,.509,68,20089,.49,14.20,6.50,12598,3582,12664,8568,4993,1,.11,13561,25328
9,100,3976,3424,7400,1,2,57203,"$14,376 ","$25,548 ",898.80,63.64,.69,.28,.03,.481,.519,86,26702,.46,20.50,8.40,16629,5309,16695,10787,7783,1,.31,18570,33390
9,101,472,366,838,1,2,3635,"$30,296 ","$37,577 ",1462.40,2.49,.93,.00,.06,.480,.520,9,1086,.30,5.60,2.30,1048,194,990,819,584,2,.07,1403,1980
9,102,647,718,1365,0,2,6716,"$13,201 ","$21,492 ",903.00,7.44,.76,.04,.19,.481,.519,26,5534,.81,21.60,3.20,1682,408,1589,1376,1661,2,.24,3037,3178
9,103,5664,2694,8358,1,2,66998,"$14,125 ","$30,639 ",677.90,98.83,.67,.04,.29,.502,.498,60,16093,.25,16.00,4.30,16470,15214,20472,9421,5421,1,.33,14842,40944
9,104,521,465,986,1,2,3669,"$21,318 ","$35,621 ",909.70,4.03,.88,.00,.12,.488,.512,10,1953,.53,8.20,3.40,1148,229,1100,711,481,2,.12,1192,2200
9,105,5370,3659,9029,1,2,59333,"$13,705 ","$23,519 ",874.40,67.86,.87,.08,.05,.485,.515,103,20964,.36,18.70,9.90,14404,4651,14688,13858,11732,1,.13,25590,29376
9,106,14368,4062,18430,1,2,401297,"$9,582 ","$18,103 ",1569.10,255.75,.14,.00,.86,.483,.517,277,33670,.09,41.10,21.30,146989,46135,110078,57924,40171,1,.86,98095,220156
9,107,2520,1679,4199,1,2,27398,"$13,291 ","$22,440 ",962.40,28.47,.82,.09,.09,.479,.521,80,12081,.45,21.90,6.60,7023,2292,6896,5594,5593,2,.18,11187,13792
9,108,1495,1447,2942,1,2,24453,"$13,959 ","$28,580 ",908.30,26.92,.63,.04,.32,.493,.507,47,12249,.51,18.90,4.40,7946,2728,6937,4155,2687,2,.37,6842,13874
9,109,3476,1665,5141,1,2,30078,"$18,969 ","$33,539 ",421.60,71.34,.94,.00,.06,.496,.504,39,10793,.37,11.90,6.10,7707,1897,8760,6750,4964,1,.06,11714,17520
9,110,2341,2285,4626,1,2,28966,"$14,498 ","$24,280 ",784.80,36.91,.86,.09,.06,.490,.510,88,15582,.54,17.30,7.50,7803,2613,8280,5569,4701,2,.14,10270,16560
9,111,1447,1410,2857,1,2,21469,"$14,146 ","$21,429 ",1231.00,17.44,.66,.30,.05,.507,.493,63,11469,.54,25.20,4.90,5474,1596,6212,4082,4105,2,.34,8187,12424
9,112,2337,1931,4268,1,2,32231,"$15,153 ","$25,553 ",902.90,35.70,.68,.04,.28,.504,.496,61,14337,.44,20.70,4.60,8721,2858,9315,6600,4737,2,.32,11337,18630
9,113,202,79,281,1,2,2874,"$6,974 ","$19,406 ",4571.30,.63,.33,.01,.67,.516,.484,11,474,.16,28.40,2.40,928,268,856,546,276,2,.67,822,1712
9,114,4732,3643,8375,1,2,63926,"$15,550 ","$27,735 ",841.20,75.99,.84,.11,.05,.489,.511,124,28857,.45,17.80,7.40,17107,6234,18363,13173,9049,1,.16,22222,36726
9,115,2419,1948,4367,1,2,25609,"$18,165 ","$31,405 ",887.40,28.86,.86,.03,.11,.494,.506,46,14727,.57,13.00,5.60,7470,1943,7284,4975,3937,2,.14,8912,14568
9,116,248,135,383,1,2,1577,"$16,316 ","$29,073 ",1051.60,1.50,.75,.00,.24,.498,.502,6,725,.45,11.90,3.70,454,126,439,351,207,2,.25,558,878
9,117,667,557,1224,1,2,6773,"$14,629 ","$24,120 ",917.40,7.38,.95,.01,.04,.488,.512,40,4568,.65,17.50,4.80,1836,414,1812,1433,1278,2,.05,2711,3624
9,118,1205,857,2062,1,2,12822,"$16,656 ","$25,442 ",829.50,15.46,.69,.09,.22,.482,.518,27,4797,.37,18.90,3.60,3625,909,3459,2579,2250,2,.31,4829,6918
9,119,1940,1892,3832,1,2,31107,"$14,007 ","$23,653 ",937.50,33.18,.79,.19,.02,.478,.522,66,16124,.52,20.00,10.20,8883,2391,8221,6507,5105,2,.21,11612,16442
9,120,218,144,362,1,2,1914,"$13,686 ","$24,306 ",2264.60,.85,.58,.00,.41,.514,.486,8,500,.26,15.90,4.00,513,131,479,439,352,2,.42,791,958
9,121,20437,11424,31861,1,2,241351,"$18,016 ","$28,542 ",903.60,267.10,.61,.31,.07,.480,.520,212,94803,.40,19.60,6.70,65933,22110,72716,46505,34087,1,.39,80592,145432
9,122,308,52,360,1,2,5083,"$12,080 ","$18,582 ",1136.20,4.47,.09,.00,.91,.489,.511,14,487,.10,30.80,9.10,1647,481,1332,927,696,2,.91,1623,2664
9,123,2106,817,2923,1,2,38018,"$12,334 ","$20,683 ",864.70,43.97,.27,.01,.73,.492,.508,42,6260,.17,29.50,9.70,12326,3512,10717,6975,4488,2,.73,11463,21434
9,124,6859,4484,11343,1,2,98456,"$15,180 ","$32,616 ",729.40,134.98,.89,.03,.09,.496,.504,112,39867,.41,14.10,6.00,28978,8922,31334,18856,10366,1,.11,29222,62668
9,125,1032,1194,2226,0,2,16126,"$13,013 ","$21,667 ",931.10,17.32,.78,.04,.17,.478,.522,51,9446,.57,22.70,4.20,4481,1147,4192,3260,3046,2,.22,6306,8384
9,126,947,513,1460,1,2,12323,"$12,437 ","$19,362 ",750.40,16.42,.49,.03,.48,.477,.523,34,3190,.26,28.60,5.00,3791,925,3099,2280,2228,2,.51,4508,6198
9,127,3431,1904,5335,1,2,53584,"$15,493 ","$29,933 ",786.10,68.16,.79,.14,.07,.489,.511,85,22600,.43,16.20,6.00,15883,4493,16454,10407,6347,1,.21,16754,32908
9,128,2263,1123,3386,1,2,15242,"$21,443 ","$34,585 ",662.50,23.01,.82,.00,.17,.487,.513,19,4364,.30,9.90,2.60,4010,1093,4399,3261,2479,2,.18,5740,8798
9,129,44,15,59,1,2,431,"$22,599 ","$19,560 ",1456.90,.30,.23,.00,.77,.489,.511,2,#NULL!,#NULL!,25.00,2.40,128,32,125,103,43,2,.77,146,250
9,130,215,113,328,1,2,989,"$11,947 ","$22,461 ",902.40,1.10,.87,.01,.12,.480,.520,6,689,.68,12.70,3.50,264,44,234,224,223,2,.13,447,468
9,131,3460,2562,6022,1,2,36777,"$19,191 ","$25,461 ",1106.30,33.24,.80,.02,.17,.473,.527,43,11985,.33,16.30,3.60,8573,2573,8951,7331,9349,2,.20,16680,17902
9,132,395,292,687,1,2,4132,"$13,748 ","$20,480 ",1250.80,3.30,.80,.00,.19,.490,.510,11,1909,.46,17.90,2.40,1068,223,1007,964,870,2,.20,1834,2014
9,133,70,46,116,1,2,327,"$16,930 ","$32,711 ",912.30,.36,.84,.00,.16,.517,.483,2,188,.53,7.50,3.00,100,27,108,71,21,2,.16,92,216
9,134,355,112,467,1,2,3132,"$9,670 ","$17,671 ",1363.50,2.30,.47,.03,.51,.507,.493,9,551,.18,26.50,6.40,775,217,753,669,718,2,.53,1387,1506
9,135,1433,702,2135,1,2,29979,"$12,522 ","$24,793 ",871.10,34.42,.33,.03,.63,.498,.502,37,7051,.23,26.00,6.80,8759,4729,8505,4950,3036,2,.67,7986,17010
9,136,347,412,759,0,2,4773,"$14,100 ","$20,541 ",854.20,5.59,.70,.07,.23,.481,.519,28,3432,.71,22.80,3.20,1333,299,1185,932,1024,2,.30,1956,2370
9,137,2653,2703,5356,0,2,44034,"$15,521 ","$25,138 ",917.10,48.01,.83,.15,.02,.474,.526,105,22863,.52,19.90,7.50,11586,4157,11975,8643,7673,2,.17,16316,23950
9,138,976,1204,2180,0,2,14885,"$15,592 ","$23,521 ",1016.30,14.65,.57,.06,.37,.483,.517,46,8979,.60,24.50,5.30,4471,1184,3691,2904,2635,2,.43,5539,7382
9,139,1457,892,2349,1,2,13481,"$13,856 ","$25,498 ",712.10,18.93,.83,.02,.15,.485,.515,28,5307,.39,17.70,6.30,3753,1077,3625,2865,2161,2,.17,5026,7250
9,140,262,126,388,1,2,5403,"$9,438 ","$17,620 ",1489.00,3.63,.21,.01,.78,.496,.504,13,943,.18,35.20,7.80,1791,503,1464,932,713,2,.79,1645,2928
9,141,1653,809,2462,1,2,18718,"$15,397 ","$23,746 ",970.00,19.30,.84,.07,.09,.478,.522,44,4384,.23,15.00,2.40,4662,1302,4663,3693,4398,2,.16,8091,9326
9,142,1236,660,1896,1,2,12852,"$14,591 ","$26,699 ",628.60,20.45,.75,.14,.11,.505,.495,28,6551,.51,13.50,4.20,3809,973,3605,2408,2057,2,.25,4465,7210
9,143,1279,1018,2297,1,2,12837,"$14,469 ","$22,837 ",1072.10,11.97,.83,.13,.05,.485,.515,60,6683,.53,18.60,7.00,3363,893,3250,2752,2579,2,.17,5331,6500
9,144,3569,2155,5724,1,2,53686,"$14,544 ","$27,016 ",1159.80,46.29,.81,.13,.06,.499,.501,97,24053,.46,18.90,8.60,15891,4667,16298,10527,6303,1,.19,16830,32596
9,145,1427,1267,2694,1,2,20934,"$13,934 ","$21,810 ",908.90,23.03,.73,.20,.07,.472,.528,49,9820,.47,22.30,4.90,5625,1522,5838,4064,3885,2,.27,7949,11676
9,146,408,366,774,1,2,3085,"$17,887 ","$29,074 ",932.20,3.31,.86,.00,.14,.503,.497,19,2299,.73,10.80,4.00,899,155,851,655,525,2,.14,1180,1702
9,147,902,574,1476,1,2,9726,"$12,686 ","$24,843 ",1036.40,9.38,.64,.00,.36,.491,.509,26,3137,.33,19.40,4.10,2683,677,2602,2192,1572,2,.36,3764,5204
9,148,2395,1198,3593,1,2,11695,"$17,297 ","$21,627 ",934.90,12.51,.95,.00,.04,.473,.527,32,4997,.43,13.30,3.30,1915,516,2210,3019,4035,2,.05,7054,4420
9,149,15991,13538,29529,1,2,224093,"$16,429 ","$27,550 ",899.60,249.10,.67,.08,.25,.493,.507,218,86945,.39,21.00,5.40,59931,36005,69031,36434,22692,1,.33,59126,138062
9,150,544,574,1118,0,2,6733,"$12,169 ","$23,605 ",891.90,7.55,.54,.03,.43,.491,.509,30,4079,.60,27.10,3.40,2071,550,1712,1374,1026,2,.46,2400,3424
9,151,732,826,1558,0,2,8380,"$14,027 ","$19,338 ",1069.40,7.84,.71,.02,.27,.477,.523,33,3365,.38,26.10,8.40,2279,616,2030,1587,1868,2,.29,3455,4060
9,152,1118,517,1635,1,2,191489,"$15,369 ","$26,512 ",1041.90,183.79,.71,.16,.13,.485,.515,237,92357,.49,21.30,6.90,50671,27282,54010,33411,26115,1,.29,59526,108020
9,153,282,407,689,0,2,785,"$19,713 ","$29,832 ",1113.10,.71,.60,.00,.40,.502,.498,3,162,.20,4.30,2.20,199,56,215,184,131,2,.40,315,430
9,154,359,392,751,0,2,11015,"$13,367 ","$21,728 ",469.70,23.45,.65,.24,.12,.582,.418,29,5423,.50,28.10,4.30,2377,1985,3154,1775,1724,2,.35,3499,6308
9,155,2698,1443,4141,1,2,9980,"$12,209 ","$17,666 ",381.20,26.18,.67,.31,.02,.492,.508,38,4899,.49,27.10,9.40,2497,647,2456,2330,2050,2,.33,4380,4912
9,156,812,146,958,1,2,4809,"$12,396 ","$26,472 ",914.90,5.26,.58,.02,.40,.496,.504,10,1831,.37,21.70,2.00,1660,371,1321,886,571,2,.42,1457,2642
9,157,855,583,1438,1,2,3353,"$14,648 ","$19,279 ",932.10,3.60,.79,.00,.21,.476,.524,11,1693,.49,21.60,2.90,801,196,795,745,816,2,.21,1561,1590
9,158,14422,11886,26308,1,2,37644,"$15,842 ","$28,138 ",1114.50,33.78,.59,.14,.27,.495,.505,64,12584,.34,20.90,11.00,11929,3089,11466,6810,4350,2,.41,11160,22932
9,159,126,72,198,1,2,38415,"$6,916 ","$14,223 ",1280.20,30.01,.04,.00,.96,.475,.525,25,1798,.05,44.80,33.70,14613,4151,10296,6077,3278,2,.96,9355,20592
9,160,2130,914,3044,1,2,28183,"$13,081 ","$25,710 ",1327.90,21.22,.54,.00,.46,.496,.504,40,5594,.20,20.70,5.50,8502,2410,7879,5451,3941,2,.46,9392,15758
9,161,319,128,447,1,2,2202,"$13,233 ","$16,533 ",902.00,2.44,.67,.00,.33,.495,.505,14,1418,.63,27.00,3.30,542,122,538,464,536,2,.33,1000,1076
9,162,6946,7121,14067,0,2,108988,"$23,451 ","$34,525 ",900.30,121.06,.69,.08,.23,.485,.515,100,39790,.37,15.50,4.70,34413,8972,36493,18976,10134,1,.31,29110,72986
9,163,2233,1342,3575,1,2,22903,"$14,157 ","$22,804 ",1016.80,22.52,.72,.13,.15,.485,.515,71,9637,.42,21.70,5.00,6499,1716,5912,4458,4318,2,.28,8776,11824
9,164,432,571,1003,0,2,4524,"$14,175 ","$20,756 ",748.20,6.05,.89,.00,.11,.486,.514,18,2981,.66,19.60,3.00,1096,253,1059,950,1166,2,.11,2116,2118
9,165,811,795,1606,1,2,7750,"$13,232 ","$21,245 ",910.10,8.52,.65,.05,.30,.477,.523,24,4204,.52,23.10,8.00,2140,549,1911,1518,1632,2,.35,3150,3822
9,166,1803,1261,3064,1,2,17237,"$14,197 ","$21,975 ",930.70,18.52,.96,.00,.04,.479,.521,60,8596,.50,17.50,5.70,4291,1165,4278,3738,3765,2,.04,7503,8556
9,167,14773,7701,22474,1,2,192916,"$18,550 ","$37,496 ",1044.30,184.73,.87,.04,.08,.497,.503,146,53328,.29,12.80,5.20,57875,16415,64501,37552,16573,1,.13,54125,129002
9,168,1184,1048,2232,1,2,18048,"$16,732 ","$31,538 ",899.70,20.06,.65,.01,.34,.500,.500,36,7177,.40,12.50,3.80,6048,1701,5393,3080,1826,2,.35,4906,10786
9,169,1100,1011,2111,1,2,13058,"$13,622 ","$22,072 ",254.50,51.31,.73,.25,.02,.482,.518,32,6954,.53,20.60,12.20,3592,917,3575,2715,2259,2,.27,4974,7150
9,170,221,153,374,1,2,1462,"$15,488 ","$21,160 ",989.40,1.48,.85,.05,.10,.484,.516,12,1054,.69,17.00,3.10,346,84,326,328,378,2,.15,706,652
9,171,3532,3383,6915,1,2,54832,"$13,702 ","$23,786 ",946.80,57.91,.77,.17,.06,.484,.516,84,20820,.38,21.80,5.90,12895,12316,14553,8548,6520,2,.23,15068,29106
9,172,2838,2289,5127,1,2,39802,"$14,514 ","$23,729 ",1071.20,37.16,.73,.19,.08,.481,.519,82,20101,.50,21.10,8.00,10828,3889,10759,7576,6750,2,.27,14326,21518
9,173,1113,814,1927,1,2,13426,"$10,927 ","$20,030 ",932.80,14.39,.76,.23,.01,.488,.512,26,5003,.37,23.60,10.20,4003,1125,3668,2819,1811,2,.24,4630,7336
9,174,1292,1131,2423,1,2,16358,"$13,556 ","$22,987 ",912.10,17.93,.69,.05,.26,.486,.514,42,9507,.57,21.70,7.20,4579,1413,4467,3164,2735,2,.31,5899,8934
9,175,18847,8912,27759,1,2,296230,"$16,070 ","$28,707 ",835.90,354.38,.42,.04,.54,.489,.511,224,67436,.23,22.70,8.00,90731,28905,95024,51065,30505,1,.58,81570,190048
9,176,737,695,1432,1,2,8852,"$18,741 ","$31,672 ",917.60,9.65,.81,.00,.19,.500,.500,22,4075,.45,13.00,4.00,2747,684,2809,1595,1017,2,.19,2612,5618
9,177,279,156,435,1,2,2209,"$22,200 ","$33,135 ",1500.70,1.47,.89,.00,.11,.565,.435,9,1043,.46,10.60,5.50,879,131,555,406,238,2,.11,644,1110
9,178,6216,4358,10574,1,2,81755,"$15,307 ","$30,524 ",356.40,229.39,.88,.09,.03,.489,.511,95,36888,.46,15.60,8.90,23609,7232,24646,17225,9043,1,.12,26268,49292
9,179,2367,1326,3693,1,2,25062,"$14,355 ","$23,697 ",953.00,26.30,.86,.03,.10,.483,.517,66,11276,.45,20.00,8.40,6672,2034,6913,5190,4253,2,.14,9443,13826
9,180,1841,1735,3576,1,2,22055,"$13,275 ","$25,781 ",801.00,27.53,.79,.19,.02,.478,.522,53,9564,.43,18.20,9.60,6221,1840,6154,4363,3477,2,.21,7840,12308
9,181,4982,3880,8862,1,2,66513,"$16,251 ","$33,679 ",903.60,73.61,.94,.01,.05,.500,.500,102,26323,.41,12.50,6.60,18803,5552,21026,13707,7425,1,.06,21132,42052
9,182,611,829,1440,0,2,9927,"$21,310 ","$27,125 ",881.70,11.26,.56,.01,.43,.503,.497,24,4183,.42,19.60,3.50,3319,842,2768,1776,1222,2,.44,2998,5536
9,183,808,622,1430,1,2,14335,"$10,852 ","$24,078 ",4764.00,3.01,.42,.01,.58,.495,.505,31,3998,.27,27.00,8.30,4934,1258,3918,2757,1468,2,.58,4225,7836
9,184,2406,1820,4226,1,2,31844,"$14,291 ","$21,805 ",1057.40,30.12,.80,.13,.07,.488,.512,68,13351,.44,20.00,7.10,7925,2249,7591,7435,6644,2,.20,14079,15182
9,185,7050,3721,10771,1,2,98911,"$16,373 ","$22,948 ",909.40,108.77,.68,.09,.23,.481,.519,127,62074,.63,23.70,5.70,28802,9944,29713,17183,13269,1,.32,30452,59426
9,186,335,123,458,1,2,6628,"$9,337 ","$13,920 ",3855.80,1.72,.18,.00,.82,.484,.516,14,494,.07,37.60,21.00,2160,605,1642,1276,945,2,.82,2221,3284
9,187,664,477,1141,1,2,6822,"$12,798 ","$24,142 ",232.10,29.39,.92,.04,.03,.491,.509,21,3204,.48,14.00,6.30,1720,496,1834,1536,1236,2,.08,2772,3668
9,188,9561,6189,15750,1,2,90403,"$18,474 ","$38,442 ",914.50,98.86,.90,.01,.08,.482,.518,48,23333,.26,8.60,3.60,24906,9187,29885,17321,9104,1,.10,26425,59770
9,189,289,253,542,1,2,4410,"$12,593 ","$33,384 ",1175.40,3.75,.54,.03,.43,.507,.493,10,1739,.39,14.00,3.60,1692,375,1379,616,348,2,.46,964,2758
9,190,287,229,516,1,2,2425,"$12,751 ","$18,426 ",700.00,3.46,.76,.00,.24,.481,.519,11,1495,.62,27.50,5.90,587,209,513,579,537,2,.24,1116,1026
9,191,803,873,1676,0,2,14120,"$13,082 ","$18,644 ",1050.20,13.45,.77,.20,.02,.470,.530,48,6605,.46,23.50,9.10,3437,1129,3476,2998,3080,2,.23,6078,6952
9,192,906,328,1234,1,2,15557,"$10,721 ","$20,951 ",2636.10,5.90,.24,.02,.74,.515,.485,33,3728,.24,30.10,10.20,5186,1534,4401,2760,1676,2,.76,4436,8802
9,193,769,484,1253,1,2,7827,"$17,957 ","$24,028 ",770.30,10.16,.52,.08,.40,.479,.521,32,3157,.40,21.30,4.00,2153,642,2095,1635,1302,2,.48,2937,4190
9,194,174,156,330,1,2,1007,"$18,368 ","$34,726 ",924.10,1.09,.96,.00,.04,.488,.512,8,1045,1.02,4.80,1.90,308,48,309,230,112,2,.04,342,618
9,195,1288,844,2132,1,2,15444,"$11,941 ","$19,701 ",854.60,18.07,.60,.28,.12,.478,.522,35,6349,.41,25.90,7.30,4442,1311,3953,2890,2848,2,.40,5738,7906
9,196,2093,1297,3390,1,2,27290,"$22,106 ","$46,888 ",128.80,211.88,.90,.03,.07,.497,.503,22,6588,.26,7.90,4.50,8106,1983,9386,5543,2272,1,.10,7815,18772
9,197,1134,720,1854,1,2,11075,"$14,035 ","$21,545 ",1054.50,10.50,.73,.02,.25,.487,.513,46,5891,.52,18.90,3.50,3054,795,2776,2145,2305,2,.27,4450,5552
9,198,2608,3791,6399,0,2,43826,"$15,211 ","$25,132 ",923.60,47.45,.75,.21,.04,.479,.521,94,20283,.46,19.50,7.30,12291,3371,12283,8392,7489,2,.25,15881,24566
9,199,1060,772,1832,1,2,9663,"$13,926 ","$19,924 ",490.30,19.71,.87,.12,.01,.482,.518,36,3810,.40,18.00,8.60,2039,612,1932,2567,2513,2,.13,5080,3864
9,200,698,616,1314,1,2,7969,"$12,294 ","$17,363 ",527.90,15.10,.70,.28,.02,.472,.528,24,3713,.46,22.80,6.10,1975,580,1792,1781,1841,2,.30,3622,3584
9,201,1265,739,2004,1,2,16725,"$12,766 ","$22,553 ",570.70,29.31,.81,.16,.03,.501,.499,27,4089,.25,22.80,5.10,4417,1192,4349,4091,2676,2,.19,6767,8698
9,202,3442,2178,5620,1,2,59546,"$12,974 ","$26,150 ",691.80,86.07,.47,.02,.52,.495,.505,92,13956,.24,23.80,9.30,19276,5702,17189,11092,6287,1,.53,17379,34378
9,203,422,517,939,0,2,5223,"$15,045 ","$18,282 ",1134.50,4.60,.81,.00,.19,.488,.512,25,3125,.58,26.20,6.50,1361,363,1244,1056,1199,2,.19,2255,2488
9,204,291,187,478,1,2,3036,"$11,897 ","$25,929 ",1310.70,2.32,.63,.01,.36,.484,.516,10,1211,.41,19.20,5.10,996,175,848,562,455,2,.37,1017,1696
9,205,1198,1181,2379,1,2,18428,"$14,105 ","$28,084 ",902.60,20.42,.70,.05,.25,.511,.489,40,9170,.49,17.90,4.90,5317,1541,5694,3375,2501,2,.30,5876,11388
9,206,334,249,583,1,2,3312,"$19,341 ","$23,568 ",914.00,3.62,.91,.01,.09,.486,.514,12,2243,.68,15.80,2.90,912,174,904,659,663,2,.09,1322,1808
9,207,1699,1654,3353,1,2,22068,"$13,875 ","$20,707 ",794.20,27.79,.76,.22,.03,.475,.525,57,9854,.45,23.30,8.70,5858,1816,5609,4576,4209,2,.24,8785,11218
9,208,345,259,604,1,2,2856,"$33,813 ","$31,714 ",923.10,3.09,.80,.00,.19,.498,.502,8,1630,.57,10.30,3.00,836,206,778,626,410,2,.20,1036,1556
9,209,10279,11562,21841,0,2,153293,"$17,877 ","$28,983 ",928.50,165.10,.72,.21,.07,.481,.519,186,75779,.50,17.60,6.60,41184,15235,46443,29148,21283,1,.28,50431,92886
9,210,569,343,912,1,2,5271,"$15,987 ","$31,040 ",187.20,28.16,.84,.00,.15,.506,.494,12,2218,.41,14.50,5.70,1677,427,1603,905,659,2,.16,1564,3206
9,211,859,116,975,1,2,42873,"$5,720 ","$12,225 ",1223.10,35.05,.03,.00,.97,.492,.508,27,1129,.03,49.90,38.50,16866,5184,11398,6420,3005,2,.97,9425,22796
9,212,879,570,1449,1,2,8640,"$15,110 ","$21,922 ",894.70,9.66,.88,.03,.09,.479,.521,26,4320,.48,19.70,4.00,2358,557,2221,1772,1732,2,.12,3504,4442
9,213,154,131,285,1,2,1453,"$10,925 ","$29,620 ",923.40,1.57,.74,.00,.26,.488,.512,7,680,.47,13.70,2.40,490,102,455,233,173,2,.26,406,910
9,214,229,167,396,1,2,1991,"$15,280 ","$22,553 ",918.70,2.17,.83,.05,.12,.484,.516,8,1239,.62,15.40,4.70,519,122,509,436,405,2,.17,841,1018
9,215,388,173,561,1,2,4302,"$14,757 ","$26,370 ",1453.90,2.96,.53,.00,.46,.484,.516,10,1247,.30,17.30,6.20,1331,362,1314,843,452,2,.47,1295,2628
9,216,663,713,1376,0,2,7973,"$23,676 ","$24,610 ",900.50,8.85,.64,.04,.31,.492,.508,27,5033,.62,24.80,3.40,2407,621,1972,1625,1348,2,.36,2973,3944
9,217,82060,47925,129985,1,2,1202163,"$19,823 ","$37,866 ",863.50,1392.20,.73,.12,.15,.495,.505,738,398547,.34,13.70,6.80,330635,130960,437537,201749,101282,1,.27,303031,875074
9,218,8349,8563,16912,0,2,119098,"$16,295 ","$27,648 ",915.70,130.06,.77,.07,.16,.486,.514,151,58942,.49,17.60,5.30,32855,15533,35888,19830,14992,1,.23,34822,71776
9,219,156,56,212,1,2,1372,"$16,760 ","$22,969 ",2357.90,.58,.47,.00,.53,.523,.477,7,504,.36,20.50,3.10,405,72,381,316,198,2,.53,514,762
9,220,829,998,1827,0,2,13058,"$14,426 ","$26,425 ",889.90,14.67,.56,.04,.40,.485,.515,34,6130,.46,24.10,4.80,4331,1054,3382,2448,1843,2,.44,4291,6764
9,221,238,198,436,1,2,1841,"$20,529 ","$22,981 ",912.40,2.02,.92,.00,.08,.482,.518,14,1839,.98,14.00,1.70,442,108,462,413,416,2,.08,829,924
9,222,1418,1983,3401,0,2,24263,"$15,341 ","$23,841 ",410.60,59.09,.75,.14,.11,.487,.513,47,12200,.51,20.10,8.40,7017,2319,6952,4259,3716,2,.25,7975,13904
9,223,8156,4656,12812,1,2,97939,"$16,179 ","$27,563 ",1522.20,64.34,.68,.04,.28,.485,.515,105,33348,.34,17.20,4.90,26689,12140,29586,16773,12751,1,.32,29524,59172
9,224,62613,25087,87700,1,2,595674,"$19,539 ","$34,414 ",989.40,602.06,.64,.11,.24,.500,.500,339,141524,.25,14.80,4.60,144842,92776,228179,85507,44370,1,.36,129877,456358
9,225,1263,681,1944,1,2,11478,"$12,987 ","$19,859 ",692.90,16.57,.83,.15,.03,.484,.516,34,4980,.44,21.80,5.50,2706,775,2691,2701,2605,2,.17,5306,5382
9,226,1400,1460,2860,0,2,16920,"$13,483 ","$22,699 ",923.00,18.33,.86,.12,.01,.486,.514,57,9434,.57,19.70,7.40,4275,1190,4037,4015,3403,2,.14,7418,8074
9,227,2338,2031,4369,1,2,31956,"$13,689 ","$24,827 ",587.70,54.37,.85,.13,.02,.485,.515,89,14570,.46,19.10,7.40,8923,2851,8999,6606,4577,1,.15,11183,17998
9,228,464,280,744,1,2,4242,"$13,863 ","$28,708 ",1241.80,3.42,.59,.02,.38,.495,.505,18,2746,.62,18.40,2.80,1504,332,1222,767,417,2,.41,1184,2444
9,229,1827,1148,2975,1,2,23438,"$12,856 ","$19,671 ",1556.60,15.06,.38,.00,.61,.482,.518,35,5688,.24,32.70,11.20,7550,2564,6180,4197,2947,2,.62,7144,12360
9,230,1537,634,2171,1,2,39582,"$10,702 ","$20,929 ",3170.70,12.48,.26,.02,.72,.496,.504,31,5153,.13,33.20,13.30,13090,4657,11007,6923,3905,2,.74,10828,22014
9,231,2942,2880,5822,1,2,38605,"$13,753 ","$24,191 ",848.80,45.48,.92,.04,.05,.488,.512,100,19659,.52,17.50,6.70,9979,2819,10117,8743,6947,2,.08,15690,20234
9,232,4556,3461,8017,1,2,75584,"$17,916 ","$29,840 ",882.60,85.64,.58,.07,.35,.487,.513,73,20198,.27,18.10,4.40,23016,6769,23757,13692,8350,1,.42,22042,47514
9,233,4840,2949,7789,1,2,51781,"$11,488 ","$27,830 ",787.50,65.75,.64,.25,.11,.596,.404,51,16985,.33,21.20,3.40,9981,10385,18757,8153,4505,2,.36,12658,37514
9,234,1452,709,2161,1,2,23139,"$15,177 ","$26,132 ",513.60,45.05,.52,.36,.12,.491,.509,38,7000,.30,22.80,4.90,6142,4148,6255,4025,2569,1,.48,6594,12510
9,235,934,744,1678,1,2,12812,"$14,071 ","$26,438 ",835.60,15.33,.59,.04,.38,.498,.502,31,5609,.43,19.90,5.50,4250,1101,3687,2304,1470,2,.41,3774,7374
9,236,2508,1481,3989,1,2,26109,"$18,299 ","$27,914 ",609.30,42.85,.74,.21,.05,.485,.515,44,11514,.44,16.20,2.70,6693,2847,7194,4800,4575,2,.26,9375,14388
9,237,3887,408,4295,1,2,140509,"$9,921 ","$20,549 ",3357.00,41.86,.06,.00,.94,.480,.520,60,4591,.03,36.10,10.90,51453,17239,40205,20691,10921,1,.94,31612,80410
