State No,County No,FOR,AGAINST,TOTAL CASTE,DEPENDENT VARIABLE,BALLOT TYPE,POPULATION,PCI,MEDIUM FAMILY INCOME,SIZE OF COUNTY,POPULATION DENSITY,PERCENT WHITE,PERCENT BLACK,PERCENT OTHER,PERCENT MALE,PERCENT FEMALE,NO OF CHURCHES,NO OF CHURCH MEMBERS,PERCENT CHURCH MEMBERS OF POPULATION,POVERTY LEVEL,UNEMPLOYMENT RATE,AGE LESS THAN 18,AGE24,AGE44,AGE64,AGE OLDER THAN 65,MSA,PERCENT MINORITY,NO OF OLDER,NO OF YOUNGER
13,18,1815,1745,3560,1,1,6684,"$16,052 ","$23,890 ",1028.60,6.50,.93,.00,.07,.495,.505,35,3346,.48,19.10,4.60,1840,373,1620,1412,1517,2,.07,2929,3240
13,19,1038,1276,2314,0,1,4494,"$16,152 ","$25,054 ",623.60,7.21,.99,.00,.01,.515,.485,20,2718,.60,14.00,3.70,1180,238,1094,1041,940,2,.01,1981,2188
13,20,1314,609,1923,1,1,5736,"$11,215 ","$20,404 ",2302.80,2.49,.32,.00,.68,.485,.515,35,1588,.29,32.20,13.30,2391,461,1471,908,433,2,.68,1341,2942
13,21,683,1243,1926,0,1,3574,"$14,032 ","$25,940 ",433.60,8.24,.99,.00,.01,.491,.509,18,2406,.64,14.90,2.80,1056,184,812,741,804,2,.01,1545,1624
13,22,1179,1204,2383,0,1,4362,"$16,617 ","$26,743 ",1145.70,3.81,.99,.00,.01,.497,.503,23,1744,.40,12.60,1.80,1118,205,976,968,995,2,.01,1963,1952
13,23,2081,1196,3277,1,1,7088,"$17,452 ","$26,501 ",1739.90,4.07,.91,.00,.08,.521,.479,29,1657,.23,14.90,3.60,1687,315,1854,1714,1467,2,.09,3181,3708
13,24,756,629,1385,1,1,2605,"$15,585 ","$25,351 ",1000.20,2.60,1.00,.00,.00,.499,.501,22,1100,.40,13.20,2.20,675,128,588,635,556,2,.00,1191,1176
13,25,2135,1873,4008,1,1,8182,"$17,176 ","$30,081 ",682.50,11.99,.99,.00,.01,.498,.502,24,3663,.44,10.60,5.50,2408,462,2293,1559,1524,2,.01,3083,4586
13,26,1668,876,2544,1,1,5131,"$15,645 ","$22,355 ",1016.00,5.05,.94,.00,.06,.486,.514,29,2211,.41,20.80,4.00,1424,216,1209,1015,1208,2,.06,2223,2418
13,27,704,580,1284,1,1,2532,"$19,537 ","$29,667 ",1813.10,1.40,.97,.00,.02,.487,.513,18,760,.29,12.60,4.20,853,129,691,416,392,2,.03,808,1382
13,28,1209,1549,2758,0,1,5327,"$14,203 ","$26,827 ",511.20,10.42,.99,.00,.01,.494,.506,22,2386,.48,12.40,3.60,1508,304,1241,1045,1125,2,.01,2170,2482
13,29,1373,1130,2503,1,1,4187,"$16,008 ","$25,553 ",1436.70,2.91,.99,.00,.01,.494,.506,13,990,.23,14.40,2.60,1154,205,1015,957,874,2,.01,1831,2030
13,30,697,837,1534,0,1,2917,"$11,598 ","$27,668 ",434.70,6.71,1.00,.00,.00,.501,.499,13,868,.29,11.40,2.40,882,177,713,621,475,2,.00,1096,1426
13,31,562,289,851,1,1,1525,"$11,973 ","$26,410 ",2670.60,.57,.97,.01,.03,.506,.494,12,368,.22,14.40,4.20,502,88,457,280,210,2,.03,490,914
13,32,5306,2960,8266,1,1,15503,"$21,828 ","$37,702 ",741.00,20.92,.92,.00,.08,.476,.524,34,5827,.39,10.00,2.70,4568,974,5006,2999,1955,2,.08,4954,10012
13,33,1757,2208,3965,0,1,8100,"$15,774 ","$26,158 ",813.00,9.96,.99,.00,.01,.494,.506,34,5198,.63,13.10,3.10,2019,398,1831,1780,2066,2,.01,3846,3662
13,34,512,420,932,1,1,1673,"$15,685 ","$27,174 ",861.10,1.94,.96,.00,.04,.478,.522,7,590,.35,15.80,3.10,435,66,411,356,388,2,.04,744,822
13,35,565,551,1116,1,1,2901,"$10,652 ","$22,507 ",1869.30,1.55,.56,.00,.44,.497,.503,11,395,.14,35.20,6.50,1089,219,742,543,316,2,.44,859,1484
13,36,742,675,1417,1,1,2327,"$18,168 ","$24,691 ",530.30,4.39,.99,.00,.01,.494,.506,11,1189,.49,13.90,3.70,606,110,559,520,591,2,.01,1111,1118
13,37,361,385,746,0,1,1295,"$21,727 ","$28,493 ",970.60,1.33,.99,.00,.01,.518,.482,9,548,.41,12.90,3.90,359,71,344,288,229,2,.01,517,688
13,38,1336,1685,3021,0,1,5800,"$16,417 ","$26,272 ",838.40,6.92,1.00,.00,.00,.486,.514,30,3528,.60,11.40,3.40,1506,271,1405,1219,1382,2,.00,2601,2810
13,39,2751,2365,5116,1,1,10681,"$18,246 ","$31,432 ",563.30,18.96,.99,.00,.01,.488,.512,24,4165,.39,11.00,3.40,2672,1476,2771,1813,1906,2,.01,3719,5542
13,40,5859,3360,9219,1,1,22346,"$18,021 ","$31,993 ",800.10,27.93,.95,.00,.05,.493,.507,36,4688,.23,11.10,3.40,5955,2493,6548,3974,3077,2,.05,7051,13096
13,41,3485,4268,7753,0,1,17612,"$20,207 ","$40,013 ",578.10,30.47,.99,.00,.01,.500,.500,28,5101,.33,6.20,2.00,5237,1056,5332,3138,2205,1,.01,5343,10664
13,42,922,622,1544,1,1,3823,"$15,968 ","$26,854 ",1640.10,2.33,.70,.00,.30,.505,.495,16,867,.24,22.00,4.70,1299,262,998,754,461,2,.30,1215,1996
13,43,1076,1062,2138,1,1,5783,"$15,084 ","$27,823 ",574.60,10.06,.99,.00,.01,.491,.509,26,2572,.45,12.20,3.00,1602,308,1402,1166,1300,2,.01,2466,2804
13,44,1318,1481,2799,0,1,3010,"$13,722 ","$20,249 ",1137.00,2.65,1.00,.00,.00,.487,.513,16,2160,.67,15.10,2.10,713,128,671,780,764,2,.00,1544,1342
13,45,816,810,1626,1,1,4682,"$17,608 ","$24,300 ",838.90,5.58,.94,.00,.06,.500,.500,25,2640,.55,14.10,3.50,1249,255,1153,1037,1046,2,.06,2083,2306
13,46,4836,3475,8311,1,1,22842,"$17,914 ","$32,243 ",3470.80,6.58,.93,.03,.05,.515,.485,41,3326,.15,10.30,3.70,7322,2007,7479,3577,2495,2,.07,6072,14958
13,47,525,382,907,1,1,2005,"$12,275 ","$19,763 ",1306.60,1.53,.52,.00,.48,.499,.501,14,460,.22,39.10,8.50,773,147,520,374,271,2,.48,645,1040
13,48,714,831,1545,0,1,3036,"$14,625 ","$23,705 ",570.40,5.32,.99,.00,.01,.501,.499,15,1204,.37,16.40,5.40,828,165,710,612,745,2,.01,1357,1420
13,49,26596,31870,58466,0,1,139085,"$23,823 ","$37,378 ",809.20,171.88,.96,.01,.03,.483,.517,141,42316,.34,8.20,2.40,36295,15301,46168,24450,15342,1,.04,39792,92336
13,50,1460,1366,2826,1,1,6587,"$17,915 ","$31,095 ",519.70,12.67,.91,.00,.09,.502,.498,20,2452,.38,11.30,6.00,2034,408,1763,1246,1120,2,.09,2366,3526
13,51,18521,14725,33246,1,1,87022,"$19,760 ","$33,779 ",2776.40,31.34,.87,.02,.11,.494,.506,90,19917,.24,13.60,3.40,24976,9318,27941,15115,9085,1,.13,24200,55882
13,52,1106,730,1836,1,1,3664,"$17,746 ","$23,220 ",2871.80,1.28,.98,.00,.02,.501,.499,26,1752,.45,16.40,2.30,947,167,1026,787,821,2,.02,1608,2052
13,53,1113,644,1757,1,1,3010,"$19,229 ","$28,575 ",866.50,3.47,.99,.00,.01,.489,.511,13,969,.30,13.50,4.30,832,141,747,665,697,2,.01,1362,1494
13,54,2415,1513,3928,1,1,9804,"$13,944 ","$22,821 ",1101.30,8.90,.76,.00,.24,.503,.497,41,4451,.45,22.40,5.40,3016,643,2347,1997,1769,2,.24,3766,4694
13,55,863,650,1513,1,1,2765,"$14,952 ","$25,100 ",569.00,4.86,.99,.00,.01,.510,.490,14,802,.28,13.40,3.40,779,146,698,595,542,2,.01,1137,1396
13,56,710,529,1239,1,1,11604,"$8,846 ","$18,070 ",2094.00,5.54,.05,.00,.95,.499,.501,41,1279,.13,46.70,15.80,5363,1262,2595,1489,558,2,.95,2047,5190
13,57,2150,1694,3844,1,1,7804,"$19,589 ","$25,538 ",1504.00,5.19,.99,.00,.01,.486,.514,34,3012,.38,14.40,3.10,2112,493,2137,1639,1452,2,.01,3091,4274
13,58,899,486,1385,1,1,2835,"$15,853 ","$32,478 ",1443.40,1.96,.93,.00,.07,.499,.501,4,189,.08,9.40,3.60,844,181,770,596,280,2,.07,876,1540
13,59,609,408,1017,1,1,1553,"$24,420 ","$31,264 ",1007.00,1.54,.99,.00,.01,.514,.486,7,617,.39,8.70,3.20,426,95,422,376,229,2,.01,605,844
13,60,769,634,1403,1,1,9145,"$8,523 ","$18,991 ",1388.20,6.59,.17,.00,.83,.495,.505,21,568,.07,44.90,10.80,4217,848,2220,1156,500,2,.83,1656,4440
13,61,1944,1186,3130,1,1,6872,"$15,346 ","$25,619 ",1613.60,4.26,.90,.00,.10,.497,.503,26,1933,.28,19.30,3.30,2094,418,1779,1401,1208,2,.10,2609,3558
13,62,1868,2166,4034,0,1,8589,"$16,524 ","$27,510 ",616.90,13.92,.99,.00,.01,.490,.510,43,5542,.65,10.40,3.40,2263,421,2156,1777,1933,2,.01,3710,4312
13,63,3212,1787,4999,1,1,11234,"$24,694 ","$35,889 ",460.40,24.40,.98,.00,.01,.496,.504,26,3759,.37,8.50,3.90,3214,722,3162,2188,1770,2,.02,3958,6324
13,64,1708,1083,2791,1,1,5841,"$17,105 ","$25,694 ",707.80,8.25,.91,.00,.09,.481,.519,24,3060,.50,18.00,3.90,1534,316,1446,1393,1110,2,.09,2503,2892
13,65,4788,3856,8644,1,1,20846,"$18,730 ","$30,567 ",521.60,39.97,.96,.01,.03,.496,.504,32,5378,.28,11.60,1.80,5263,2057,6236,4006,3008,2,.04,7014,12472
13,66,550,254,804,1,1,2227,"$9,064 ","$19,031 ",1962.50,1.13,.35,.00,.64,.498,.502,15,327,.15,46.60,7.90,963,166,526,371,158,2,.65,529,1052
14,1,7367,5166,12533,1,2,29599,"$18,707 ","$30,992 ",563.40,52.54,.97,.01,.02,.485,.515,44,11868,.40,10.00,2.90,7320,3124,8675,5518,4962,2,.03,10480,17350
14,2,2034,1569,3603,1,2,7786,"$16,605 ","$25,066 ",857.10,9.08,1.00,.00,.00,.491,.509,29,3410,.43,13.90,3.30,2372,381,2029,1478,1526,2,.00,3004,4058
14,3,124,128,252,0,2,457,"$11,490 ","$23,161 ",715.40,.64,.98,.01,.01,.495,.505,2,206,.45,12.40,4.50,117,20,123,115,82,2,.02,197,246
14,4,232,223,455,1,2,838,"$12,672 ","$30,634 ",746.30,1.12,.96,.01,.03,.501,.499,2,126,.15,13.70,2.60,248,43,231,197,119,2,.04,316,462
14,5,225,214,439,1,2,660,"$13,170 ","$24,851 ",710.80,.93,1.00,.00,.00,.489,.511,5,230,.34,11.60,3.50,192,36,163,165,104,2,.00,269,326
14,6,1521,1516,3037,1,2,6580,"$17,309 ","$28,500 ",686.70,9.58,.99,.00,.01,.501,.499,25,2354,.35,11.30,2.10,1910,334,1697,1301,1338,2,.01,2639,3394
14,7,3558,2018,5576,1,2,12972,"$18,076 ","$33,959 ",1075.40,12.06,.91,.00,.09,.492,.508,25,3696,.28,10.70,3.70,4175,768,4103,2139,1787,2,.09,3926,8206
14,8,840,628,1468,1,2,2748,"$15,617 ","$20,501 ",540.10,5.09,.99,.00,.01,.497,.503,17,953,.34,13.70,2.80,740,89,666,580,673,2,.01,1253,1332
14,9,975,790,1765,1,2,3666,"$15,481 ","$22,973 ",1221.40,3.00,.99,.00,.01,.483,.517,11,1221,.33,13.50,3.30,976,182,934,771,803,2,.01,1574,1868
14,10,10104,6727,16831,1,2,38418,"$16,805 ","$30,821 ",968.10,39.68,.95,.00,.04,.488,.512,66,11849,.32,11.10,3.30,9817,7344,10808,5847,4602,2,.05,10449,21616
14,11,2363,1370,3733,1,2,7850,"$16,163 ","$26,503 ",492.80,15.93,.98,.00,.02,.484,.516,24,4435,.56,13.30,4.90,2097,417,1993,1669,1674,2,.02,3343,3986
14,12,2522,1304,3826,1,2,8653,"$17,657 ","$29,651 ",583.60,14.83,.99,.00,.01,.498,.502,26,1451,.17,8.90,3.10,2420,524,2244,1730,1735,2,.01,3465,4488
14,13,6400,3272,9672,1,2,22064,"$17,632 ","$34,440 ",559.30,39.45,.98,.00,.02,.500,.500,42,5460,.26,8.50,4.80,6359,1721,6748,4402,2834,1,.02,7236,13496
14,14,2500,1843,4343,1,2,10094,"$16,456 ","$27,347 ",740.30,13.64,1.00,.00,.00,.497,.503,27,2799,.28,9.90,3.30,3111,631,2529,1920,1903,2,.00,3823,5058
14,15,1141,813,1954,1,2,4293,"$18,408 ","$28,696 ",894.50,4.80,.98,.00,.02,.491,.509,16,1749,.40,11.10,2.90,1236,199,1160,870,828,2,.02,1698,2320
14,16,1592,1176,2768,1,2,6371,"$14,320 ","$24,281 ",5960.70,1.07,.96,.00,.03,.496,.504,26,1790,.28,15.40,2.90,1787,349,1769,1371,1095,2,.04,2466,3538
14,17,2576,1485,4061,1,2,9521,"$17,446 ","$29,447 ",1196.40,7.96,.95,.00,.05,.484,.516,31,4125,.43,10.80,2.60,2608,637,2619,1904,1753,2,.05,3657,5238
14,18,1898,1554,3452,1,2,7182,"$19,935 ","$30,611 ",573.10,12.53,.99,.00,.01,.488,.512,32,3579,.50,10.70,3.00,1949,397,1943,1491,1402,2,.01,2893,3886
14,19,2505,1395,3900,1,2,9448,"$19,200 ","$27,804 ",413.20,22.87,.97,.00,.03,.495,.505,20,2352,.26,10.20,2.60,2582,645,2469,1743,2009,2,.03,3752,4938
14,20,2521,1942,4463,1,2,9994,"$25,737 ","$28,987 ",572.00,17.47,.99,.00,.00,.498,.502,28,4784,.47,8.70,2.50,2789,628,2516,2054,2007,2,.01,4061,5032
14,21,2787,2318,5105,1,2,12371,"$17,221 ","$26,330 ",2575.80,4.80,.98,.00,.01,.485,.515,51,4603,.38,13.70,3.00,3376,618,3125,2632,2620,2,.02,5252,6250
14,22,4292,1862,6154,1,2,17162,"$15,834 ","$30,139 ",264.00,65.01,.88,.01,.11,.496,.504,21,3937,.24,11.40,4.40,5229,1575,5296,3064,1998,1,.12,5062,10592
14,23,2339,1596,3935,1,2,8843,"$13,559 ","$23,232 ",1396.30,6.33,.93,.01,.06,.491,.509,23,2336,.26,18.20,2.70,2208,1663,2116,1467,1389,2,.07,2856,4232
14,24,4749,3549,8298,1,2,21921,"$16,738 ","$28,523 ",1012.90,21.64,.95,.00,.04,.489,.511,51,8882,.45,11.90,5.00,6209,1452,6265,4479,3516,2,.05,7995,12530
14,25,592,503,1095,1,2,2192,"$18,145 ","$27,346 ",439.90,4.98,.94,.00,.06,.495,.505,10,1356,.61,7.60,2.90,576,115,554,439,508,2,.06,947,1108
14,26,1668,1231,2899,1,2,6209,"$18,227 ","$27,110 ",476.40,13.03,1.00,.00,.00,.494,.506,26,3790,.62,10.50,3.50,1749,401,1633,1210,1216,2,.00,2426,3266
14,27,9725,5723,15448,1,2,34592,"$17,627 ","$31,041 ",534.50,64.72,.98,.00,.01,.479,.521,53,13557,.39,10.20,4.50,8950,3050,9481,6998,6113,2,.02,13111,18962
14,28,128940,64596,193536,1,2,425310,"$22,705 ","$34,426 ",331.00,1284.92,.84,.11,.05,.482,.518,285,86739,.21,12.30,4.00,114160,43895,141987,76802,48466,1,.16,125268,283974
14,29,659,524,1183,1,2,2460,"$21,117 ","$27,720 ",919.90,2.67,.99,.00,.01,.483,.517,11,1102,.43,8.90,1.50,608,142,648,480,582,2,.01,1062,1296
14,30,1934,1377,3311,1,2,7034,"$23,719 ","$30,789 ",576.50,12.20,.99,.00,.01,.487,.513,24,2965,.42,9.00,2.70,1852,374,1862,1422,1524,2,.01,2946,3724
14,31,1073,811,1884,1,2,3924,"$15,634 ","$25,209 ",575.90,6.81,.99,.00,.01,.479,.521,22,2279,.58,11.10,2.60,916,183,943,859,1023,2,.01,1882,1886
14,32,813,704,1517,1,2,3117,"$15,067 ","$27,151 ",974.60,3.20,.99,.00,.01,.500,.500,13,1577,.51,10.10,1.90,870,183,833,704,527,2,.01,1231,1666
14,33,1434,1244,2678,1,2,5672,"$18,673 ","$23,881 ",718.10,7.90,.99,.00,.01,.482,.518,28,3226,.58,10.40,3.80,1371,277,1412,1155,1457,2,.01,2612,2824
14,34,5393,3914,9307,1,2,22741,"$18,283 ","$27,499 ",855.30,26.59,.98,.00,.01,.480,.520,61,11908,.52,11.50,3.30,5547,1649,6428,4697,4420,2,.02,9117,12856
14,35,759,490,1249,1,2,2331,"$15,991 ","$23,467 ",1704.60,1.37,.99,.00,.01,.482,.518,13,1028,.42,12.50,3.10,534,118,565,531,583,2,.01,1114,1130
14,36,499,530,1029,0,2,2129,"$14,038 ","$22,762 ",570.10,3.73,.99,.00,.01,.480,.520,9,880,.41,13.00,4.80,551,96,488,471,523,2,.01,994,976
14,37,541,429,970,1,2,2022,"$17,849 ","$31,361 ",458.20,4.41,.98,.01,.01,.512,.488,5,944,.49,6.20,2.90,496,89,516,511,410,2,.02,921,1032
14,38,267,156,423,1,2,777,"$10,371 ","$24,869 ",776.30,1.00,.97,.00,.03,.494,.506,6,461,.60,10.90,2.20,231,37,236,172,101,2,.03,273,472
14,39,699,626,1325,1,2,2971,"$17,707 ","$24,328 ",569.90,5.21,1.00,.00,.00,.491,.509,13,847,.28,12.60,6.40,912,148,722,568,621,2,.00,1189,1444
14,40,11762,8185,19947,1,2,49673,"$17,581 ","$30,586 ",546.40,90.91,.93,.00,.07,.486,.514,54,16185,.33,11.40,4.30,14078,4186,15142,9119,7148,2,.07,16267,30284
14,41,2155,2312,4467,0,2,8973,"$19,074 ","$33,624 ",543.70,16.50,.99,.00,.01,.490,.510,22,3379,.38,8.10,3.40,2589,513,2595,1806,1470,2,.01,3276,5190
14,42,1122,881,2003,1,2,3733,"$19,285 ","$24,575 ",552.80,6.75,1.00,.00,.00,.482,.518,20,1700,.45,12.00,2.80,907,152,968,787,919,2,.00,1706,1936
14,43,321,297,618,1,2,1185,"$23,479 ","$29,508 ",713.10,1.66,.99,.00,.01,.519,.481,5,202,.17,11.00,1.60,329,58,323,288,187,2,.01,475,646
14,44,964,716,1680,1,2,3585,"$14,913 ","$24,597 ",710.10,5.05,.99,.00,.01,.493,.507,15,1396,.37,11.50,4.10,1001,179,919,687,799,2,.01,1486,1838
14,45,3062,2476,5538,1,2,12441,"$17,591 ","$26,508 ",2412.80,5.16,.99,.00,.01,.495,.505,36,3014,.24,13.00,3.40,3737,746,3383,2342,2233,2,.01,4575,6766
14,46,257,162,419,1,2,745,"$13,992 ","$24,875 ",721.20,1.03,.98,.00,.02,.490,.510,4,285,.36,10.60,2.60,180,42,161,148,214,2,.02,362,322
14,47,1591,1143,2734,1,2,6222,"$15,506 ","$27,202 ",569.50,10.93,.99,.00,.01,.491,.509,16,1491,.25,10.60,5.10,1773,373,1591,1342,1143,2,.01,2485,3182
14,48,2423,1916,4339,1,2,8605,"$17,447 ","$26,712 ",573.10,15.01,.99,.00,.01,.485,.515,31,4577,.52,10.80,2.80,2117,499,2223,1765,2001,2,.01,3766,4446
14,49,1394,836,2230,1,2,4641,"$16,496 ","$25,405 ",376.20,12.34,.96,.00,.04,.483,.517,16,2183,.47,9.10,4.90,1144,228,1173,1017,1079,2,.04,2096,2346
14,50,1655,1482,3137,1,2,6561,"$20,814 ","$33,493 ",516.10,12.71,.98,.00,.02,.497,.503,20,3268,.49,7.80,3.10,1767,448,1911,1324,1111,2,.02,2435,3822
14,51,2692,1143,3835,1,2,8374,"$15,390 ","$28,068 ",1061.30,7.89,.95,.00,.05,.487,.513,20,3034,.35,9.90,4.10,2310,464,2283,1845,1472,2,.05,3317,4566
14,52,297,303,600,0,2,965,"$9,099 ","$21,728 ",773.30,1.25,1.00,.00,.00,.515,.485,6,509,.49,12.60,1.90,250,39,256,211,209,2,.00,420,512
14,53,1037,733,1770,1,2,4045,"$18,387 ","$27,985 ",951.80,4.25,.96,.00,.04,.491,.509,10,1410,.34,10.10,3.60,1072,189,1100,909,775,2,.04,1684,2200
14,54,2367,1628,3995,1,2,9451,"$16,456 ","$22,567 ",1108.20,8.53,.95,.00,.05,.489,.511,30,4110,.43,14.90,4.40,2445,434,2281,1989,2302,2,.05,4291,4562
14,55,61906,40053,101959,1,2,219805,"$19,736 ","$34,560 ",838.90,262.02,.93,.02,.04,.490,.510,174,57223,.27,9.00,2.70,52649,33567,73288,36331,23970,1,.07,60301,146576
14,56,10133,4848,14981,1,2,33069,"$17,246 ","$30,673 ",2564.20,12.90,.93,.00,.07,.487,.513,51,9716,.30,12.00,4.50,9558,2439,9565,6529,4978,2,.07,11507,19130
14,57,223,204,427,1,2,863,"$12,470 ","$26,265 ",570.70,1.51,.99,.00,.00,.498,.502,5,205,.23,7.10,3.80,287,36,241,172,127,2,.01,299,482
14,58,199,171,370,1,2,696,"$9,443 ","$22,146 ",569.70,1.22,1.00,.00,.00,.486,.514,3,117,.17,10.60,5.70,193,30,184,160,129,2,.00,289,368
14,59,7942,5198,13140,1,2,530,"$7,864 ","$26,478 ",859.00,.62,1.00,.00,.00,.509,.491,3,78,.14,9.30,.60,150,19,135,121,105,2,.00,226,270
14,60,122,193,315,0,2,33133,"$17,626 ","$31,186 ",572.60,57.86,.96,.01,.03,.489,.511,56,14479,.44,10.40,3.50,9446,3058,10186,5597,4846,2,.04,10443,20372
14,61,1847,1667,3514,1,2,8134,"$17,113 ","$28,795 ",484.60,16.78,.99,.00,.01,.496,.504,27,3251,.40,8.90,3.70,2265,520,2197,1710,1442,2,.01,3152,4394
14,62,1497,945,2442,1,2,5312,"$15,579 ","$25,069 ",1423.90,3.73,.90,.00,.10,.496,.504,22,1992,.37,14.60,6.00,1490,286,1418,1150,968,2,.10,2118,2836
14,63,1023,737,1760,1,2,4249,"$16,999 ","$27,066 ",441.30,9.63,.99,.00,.01,.498,.502,11,1367,.32,11.80,3.00,1224,220,1120,871,814,2,.01,1685,2240
14,64,2342,1347,3689,1,2,7760,"$17,191 ","$28,286 ",409.30,18.96,.99,.01,.01,.495,.505,27,3545,.44,11.30,3.80,1908,856,2069,1460,1467,2,.01,2927,4138
14,65,1372,1424,2796,0,2,5631,"$16,983 ","$26,557 ",575.30,9.79,1.00,.00,.00,.483,.517,24,2508,.43,11.70,3.20,1450,244,1393,1207,1337,2,.00,2544,2786
14,66,4225,2372,6597,1,2,14397,"$16,636 ","$28,977 ",615.90,23.38,.99,.00,.01,.479,.521,41,6013,.42,10.00,4.20,3747,899,3796,3007,2948,2,.01,5955,7592
14,67,1041,674,1715,1,2,3237,"$17,449 ","$22,773 ",431.70,7.50,.99,.00,.01,.479,.521,15,1451,.44,12.30,4.30,737,167,722,669,942,2,.01,1611,1444
14,68,1028,578,1606,1,2,3217,"$18,613 ","$30,791 ",883.20,3.64,.98,.00,.02,.500,.500,13,1527,.45,8.70,1.60,951,150,841,627,648,2,.02,1275,1682
14,69,2510,2188,4698,1,2,9796,"$20,986 ","$33,376 ",540.00,18.14,.98,.00,.01,.483,.517,25,5160,.53,8.50,2.10,2662,626,2782,1956,1770,2,.02,3726,5564
14,70,2026,1304,3330,1,2,7800,"$16,894 ","$28,529 ",574.00,13.59,.99,.00,.01,.491,.509,19,3942,.50,10.00,3.20,2278,482,2034,1512,1494,2,.01,3006,4068
14,71,8309,5033,13342,1,2,30068,"$18,227 ","$33,370 ",678.10,44.34,.98,.00,.02,.493,.507,42,9054,.30,8.80,3.10,9348,2331,9053,5485,3851,2,.02,9336,18106
14,72,1524,1306,2830,1,2,5526,"$20,520 ","$32,730 ",439.10,12.58,.99,.00,.01,.488,.512,18,2684,.47,6.90,2.70,1473,267,1411,1105,1270,2,.01,2375,2822
14,73,3119,2101,5220,1,2,11400,"$17,314 ","$27,894 ",716.70,15.91,.97,.00,.02,.477,.523,31,4368,.37,12.60,3.50,3073,939,3124,2273,1991,2,.03,4264,6248
14,74,3097,1634,4731,1,2,9850,"$16,524 ","$23,614 ",553.50,17.80,.98,.00,.02,.480,.520,36,3668,.37,13.60,5.10,2454,580,2472,2019,2325,2,.02,4344,4944
14,75,480,494,974,0,2,1979,"$18,221 ","$25,283 ",1008.50,1.96,1.00,.00,.00,.491,.509,7,529,.26,11.80,2.60,561,89,541,391,397,2,.00,788,1082
14,76,3559,1752,5311,1,2,12704,"$17,820 ","$30,212 ",575.40,22.08,.98,.00,.02,.486,.514,22,4321,.34,8.10,2.50,3180,1345,3300,2346,2533,2,.02,4879,6600
14,77,27589,11838,39427,1,2,106958,"$16,933 ","$41,951 ",240.70,444.36,.89,.05,.06,.503,.497,47,15549,.15,4.80,1.90,34197,10968,39262,16981,5550,1,.11,22531,78524
14,78,5638,3066,8704,1,2,18500,"$16,901 ","$32,128 ",754.10,24.53,.99,.00,.01,.501,.499,45,4817,.26,8.20,3.80,5252,1162,5299,3805,2982,2,.01,6787,10598
14,79,8106,6224,14330,1,2,36518,"$17,100 ","$26,975 ",739.30,49.40,.81,.00,.19,.482,.518,70,11220,.31,16.30,6.70,10257,2807,10325,7149,5980,2,.19,13129,20650
14,80,3579,3038,6617,1,2,15697,"$17,709 ","$34,189 ",574.80,27.31,.99,.00,.01,.501,.499,40,7744,.50,7.80,2.90,4151,1995,4206,2883,2462,2,.01,5345,8412
14,81,1663,1246,2909,1,2,6587,"$13,796 ","$24,887 ",2441.20,2.70,.91,.00,.09,.490,.510,26,2183,.32,17.10,3.80,1833,383,1668,1327,1376,2,.09,2703,3336
14,82,1065,704,1769,1,2,3682,"$12,797 ","$23,157 ",565.90,6.51,.99,.00,.01,.503,.497,11,685,.18,12.70,5.50,1030,224,858,781,789,2,.01,1570,1716
14,83,405,373,778,1,2,1537,"$12,257 ","$24,190 ",2066.70,.74,.97,.00,.03,.506,.494,3,214,.14,10.50,2.10,409,72,412,412,232,2,.03,644,824
14,84,1564,855,2419,1,2,6179,"$16,650 ","$30,396 ",429.90,14.37,.99,.00,.01,.498,.502,11,1730,.28,10.60,2.80,2018,406,1820,1163,772,2,.01,1935,3640
14,85,1658,1576,3234,1,2,6592,"$18,171 ","$26,537 ",574.60,11.47,.99,.00,.01,.486,.514,31,4816,.73,11.80,2.00,1631,352,1586,1359,1664,2,.01,3023,3172
14,86,260,188,448,1,2,815,"$14,169 ","$22,358 ",712.90,1.14,.99,.00,.01,.482,.518,6,357,.42,14.10,5.80,249,44,221,183,118,2,.01,301,442
14,87,1347,802,2149,1,2,6952,"$14,189 ","$21,261 ",393.80,17.65,.55,.00,.45,.495,.505,20,1940,.28,23.90,8.70,2476,566,1700,1269,941,2,.45,2210,3400
14,88,1223,1257,2480,0,2,5008,"$17,369 ","$25,303 ",568.10,8.82,.99,.00,.01,.480,.520,17,1750,.34,11.30,4.50,1269,273,1242,1042,1182,2,.01,2224,2484
14,89,5040,2861,7901,1,2,16959,"$19,564 ","$36,520 ",390.50,43.43,.98,.01,.01,.490,.510,22,5451,.33,6.00,3.60,4642,1474,5071,3489,2283,1,.02,5772,10142
14,90,2185,1706,3891,1,2,9452,"$15,879 ","$28,663 ",443.50,21.31,.99,.00,.01,.486,.514,22,4281,.46,10.20,2.40,2238,2037,2259,1589,1329,2,.01,2918,4518
14,91,1204,962,2166,1,2,4214,"$19,631 ","$24,745 ",574.90,7.33,.99,.00,.01,.482,.518,18,2069,.48,11.40,3.40,1018,175,986,952,1083,2,.01,2035,1972
14,92,216,237,453,0,2,932,"$21,739 ","$29,139 ",575.20,1.62,.98,.01,.02,.505,.495,4,205,.22,11.40,2.80,300,46,243,196,147,2,.02,343,486
